id_vimeo;date;jour_semaine;heure;type_yoga;niveau;date_heure_niveau;nom_kriya;manuel;page;pagr_fr;nom_meditation;manuel;page_mediation;page_fr_meditation;lien_facebook;lien_youtube;lien_vimeo;hd;mots_cles;lien_k-yoga.tv_fb;lien_k-yoga.tv_yt;lien_k-yoga.tv_vim;duree_totale;duree_totale_secondes;visionnage_live;nbre_live_apres_cours;percent_retention_cours;nbre_live_apres_relaxation;percent_retention_relaxation;nbre_live_fin;percent_retention_fin
411689640;43946;6;10H00;KUNDALINI;TOUT NIVEAU;6 25/4 10H00 KUNDALINI TOUT NIVEAU;cours général su Weekend voyage dans la jungle;Impro;;;Communication Céleste Ang Sang Wahe Guru;;;;https://www.facebook.com/SiriFatehYoga/videos/2317375055237611/;https://youtu.be/mkjUvlWVxPg;https://vimeo.com/411689640;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-2542020;http://k-yoga.tv/yt-2542020;http://k-yoga.tv/vim-2542020;0,058391204;5045;418;374;0,894736842;321;0,767942584;250;0,598086124
411965363;43947;7;11H00;KUNDALINI;TOUT NIVEAU;7 26/4 11H00 KUNDALINI TOUT NIVEAU;cours général su Weekend voyage dans la jungle;Balade au Lac;;;Communication Celeste Guru Ram Das;;;;https://www.facebook.com/SiriFatehYoga/videos/158311665598365/;https://youtu.be/mkjUvlWVxPg;https://vimeo.com/411965363;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-2642020;http://k-yoga.tv/yt-2642020;http://k-yoga.tv/vim-2642020;0,058217593;5030;515;490;0,951456311;430;0,834951456;230;0,446601942
412254785;43948;1;12H00;HATHA;TOUT NIVEAU;1 27/4 12H00 HATHA TOUT NIVEAU;Hatha Yoga;;;;Méditation Buddha.;;;;https://www.facebook.com/SiriFatehYoga/videos/233039407931205/;https://youtu.be/MNCUEKw5sAM;https://vimeo.com/412254785;1;#KYOGA #YOGA #HATHA;http://k-yoga.tv/fb-2742020;http://k-yoga.tv/yt-2742020;http://k-yoga.tv/vim-2742020;0,058981481;5096;311;299;0,961414791;268;0,861736334;215;0,691318328
412335154;43948;1;17H00;KUNDALINI;NIVEAU AVANCÉ;1 27/4 17H00 KUNDALINI NIVEAU AVANCÉ;To understand Your Goodness;Selk Knowledge;29;;Ra ma da sa sa say so hung Siri Gaitri Mantra;Manuel de Formation;96;422;https://www.facebook.com/SiriFatehYoga/videos/2798437030274256/;https://youtu.be/LGBMyX89ROw;https://vimeo.com/412335154;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-2742020-2;http://k-yoga.tv/yt-2742020-2;http://k-yoga.tv/vim-2742020-2;0,057071759;4931;206;188;0,912621359;156;0,757281553;135;0,655339806
412657250;43949;2;12H00;KUNDALINI;TOUT NIVEAU;2 28/4 12H00 KUNDALINI TOUT NIVEAU;Cours de Yoga sur l'Aura 1er corps;Waves of Healing;110;119;Méditation Aura;Waves of Healing;120;121;https://www.facebook.com/SiriFatehYoga/videos/522727301945991/;https://youtu.be/ACkWeiEZO_I;https://vimeo.com/412657250;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-2842020;http://k-yoga.tv/yt-2842020;http://k-yoga.tv/vim-2842020;0,058333333;5040;361;347;0,961218837;308;0,853185596;255;0,706371191
413205357;43950;3;19H25;KUNDALINI;TOUT NIVEAU;3 29/4 19H25 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le mental négatif 2ème corps;Waves of Healing;122;131;Méditation Mental Négatif;Waves of Healing;132;133;https://www.facebook.com/SiriFatehYoga/videos/2672665123015394/;https://youtu.be/BFioFUDtP_k;https://vimeo.com/413205357;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-2942020;http://k-yoga.tv/yt-2942020;http://k-yoga.tv/vim-2942020;0,061342593;5300;260;242;0,930769231;205;0,788461538;140;0,538461538
413634091;43951;4;18H00;KUNDALINI;NIVEAU AVANCÉ;4 30/4 18H00 KUNDALINI NIVEAU AVANCÉ;Connecting Physical and Heavenly Reality;Infinity and me;21;;Manuel de Formation;Meditation with Gong;120;446;https://www.facebook.com/SiriFatehYoga/videos/1121257418234920/;https://youtu.be/Xj_IfW1S8PE;https://vimeo.com/413634091;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-3042020;http://k-yoga.tv/yt-3042020;http://k-yoga.tv/vim-3042020;0,05494213;4747;220;210;0,954545455;185;0,840909091;95;0,431818182
413904874;43952;5;12H25;KUNDALINI;TOUT NIVEAU;5 1/5 12H25 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le mental positif;Waves of Healing;134;145;Méditation sur le mental positif;Waves of Healing;146;147;https://www.facebook.com/SiriFatehYoga/videos/244344813478006/;https://youtu.be/tzKV3OAgYAM;https://vimeo.com/413904874;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-152020;http://k-yoga.tv/yt-152020;http://k-yoga.tv/vim-152020;0,062384259;5390;312;303;0,971153846;269;0,862179487;215;0,689102564
414199754;43953;6;10H00;KUNDALINI;TOUT NIVEAU;6 2/5 10H00 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le mental Neutre;Waves of Healing;148;157;Méditation sur le mental Neutre;Waves of Healing;158;159;https://www.facebook.com/SiriFatehYoga/videos/161746055254347/;https://youtu.be/cu6rDUeZxE4;https://vimeo.com/414199754;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-252020;http://k-yoga.tv/yt-252020;http://k-yoga.tv/vim-252020;0,062731481;5420;340;330;0,970588235;270;0,794117647;225;0,661764706
414421510;43954;7;11H00;KUNDALINI;TOUT NIVEAU;7 3/5 11H00 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le corps physique;Waves of Healing;160;169;Méditation sur le corps physique;Waves of Healing;170;171;https://www.facebook.com/SiriFatehYoga/videos/2940736089316364/;https://youtu.be/zFKQLYdSFu4;https://vimeo.com/414421510;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-352020;http://k-yoga.tv/yt-352020;http://k-yoga.tv/vim-352020;0,059837963;5170;460;449;0,976086957;404;0,87826087;307;0,667391304
414698197;43955;1;12H00;HATHA;TOUT NIVEAU;1 4/5 12H00 HATHA TOUT NIVEAU;Cours de Hatha Yoga focus Psoas;;;;Méditation Intersteallaire;;;;https://www.facebook.com/SiriFatehYoga/videos/2869286696472153/;https://youtu.be/zFKQLYdSFu4;https://vimeo.com/414698197;1;#KYOGA #YOGA #HATHA;http://k-yoga.tv/fb-452020;http://k-yoga.tv/yt-452020;http://k-yoga.tv/vim-452020;0,059108796;5107;244;242;0,991803279;209;0,856557377;172;0,704918033
414784201;43955;1;17H00;KUNDALINI;NIVEAU AVANCÉ;1 4/5 17H00 KUNDALINI NIVEAU AVANCÉ;Adjusting the Navel;Infinity and Me;7;;Knowing What to do;Infinity and Me;53;;https://www.facebook.com/SiriFatehYoga/videos/703651300452208/?comment_id=703727560444582; https://youtu.be/l0uV4qhUIjU;https://vimeo.com/414784201;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-452020-2;http://k-yoga.tv/yt-452020-2;http://k-yoga.tv/vim-452020-2;0,058101852;5020;149;143;0,959731544;118;0,791946309;85;0,570469799
415075947;43956;2;12H00;KUNDALINI;TOUT NIVEAU;2 5/5 12H00 KUNDALINI TOUT NIVEAU;Cours de Yoga sur la ligne d'arc;Waves of Healing;172;179;Méditation sur la ligne d'Arc;Waves of Healing;180;181;https://www.facebook.com/SiriFatehYoga/videos/2930237743731229/;https://youtu.be/UsBtlGMLwLk;https://vimeo.com/415075947;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-552020;http://k-yoga.tv/yt-552020;http://k-yoga.tv/vim-552020;0,060856481;5258;253;249;0,984189723;236;0,932806324;185;0,731225296
415601112;43957;3;19H25;KUNDALINI;TOUT NIVEAU;3 6/5 19H25 KUNDALINI TOUT NIVEAU;Cours de Yoga sur l'Aura;Waves of Healing;182;189;Méditation sur lm'Aura;Waves of Healing;190;197;https://www.facebook.com/SiriFatehYoga/videos/240038223887436/;https://youtu.be/9nZkuaN14UQ;https://vimeo.com/415601112;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-652020;http://k-yoga.tv/yt-652020;http://k-yoga.tv/vim-652020;0,059953704;5180;209;203;0,971291866;169;0,80861244;132;0,631578947
415981109;43958;4;18H00;KUNDALINI;NIVEAU AVANCÉ;4 7/5 18H00 KUNDALINI NIVEAU AVANCÉ;Getting Rid of Faults in the Spine;Reaching Me in Me;23;24;Magnificent Mantra;Reaching me in me;56;;https://www.facebook.com/SiriFatehYoga/videos/692545898161805/;https://youtu.be/OKp7If6qH_s;https://vimeo.com/415981109;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-752020;http://k-yoga.tv/yt-752020;http://k-yoga.tv/vim-752020;0,057175926;4940;182;168;0,923076923;149;0,818681319;109;0,598901099
416279303;43959;5;12H25;KUNDALINI;TOUT NIVEAU;5 8/5 12H25 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le corps pranique;Waves of Healing;198;205;Méditation sur le corps pranique;Waves of Healing;206;207;https://www.facebook.com/SiriFatehYoga/videos/1371233386421246/;https://youtu.be/bAWS2zxXy_g;https://vimeo.com/416279303;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-852020;http://k-yoga.tv/yt-852020;http://k-yoga.tv/vim-852020;0,059490741;5140;239;228;0,953974895;210;0,878661088;180;0,753138075
416543999;43960;6;10H00;KUNDALINI;TOUT NIVEAU;6 9/5 10H00 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le corps subtil;Waves of Healing;208;217;Méditation sur le corps subtil;Waves of Healing;218;219;https://www.facebook.com/SiriFatehYoga/videos/561319294437462/;https://youtu.be/VKBjjTOscII;https://vimeo.com/416543999;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-952020;http://k-yoga.tv/yt-952020;http://k-yoga.tv/vim-952020;0,058946759;5093;266;245;0,921052632;222;0,834586466;182;0,684210526
416850159;43961;7;11H00;KUNDALINI;TOUT NIVEAU;7 10/5 11H00 KUNDALINI TOUT NIVEAU;Cours de Yoga sur le corps Radiant;Waves of Healing;220;227;Méditation sur le corps radiant;Waves of Healing;228;229;https://www.facebook.com/SiriFatehYoga/videos/334464457538788/;https://youtu.be/tYZ_xwN3d8w;https://vimeo.com/416850159;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1052020;http://k-yoga.tv/yt-1052020;http://k-yoga.tv/vim-1052020;0,058368056;5043;470;452;0,961702128;424;0,90212766;340;0,723404255
417068038;43962;1;07H00;YOGA;TOUT NIVEAU;1 11/5 07H00 YOGA TOUT NIVEAU;Salutations au Soleil;;;;;;;;https://www.facebook.com/SiriFatehYoga/videos/528853254671693/;https://youtu.be/Zm2jctA3dX0;https://vimeo.com/417068038;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1152020;http://k-yoga.tv/yt-1152020;http://k-yoga.tv/vim-1152020;0,015486111;1338;132;;;;;126;0,954545455
417130882;43962;1;12H00;HATHA;TOUT NIVEAU;1 11/5 12H00 HATHA TOUT NIVEAU;Cours de Hatha Yoga;;;;;;;;https://www.facebook.com/SiriFatehYoga/videos/668667707042620/;https://youtu.be/fzYovwjq_iQ;https://vimeo.com/417130882;1;#KYOGA #YOGA #HATHA;http://k-yoga.tv/fb-1152020-2;http://k-yoga.tv/yt-1152020-2;http://k-yoga.tv/vim-1152020-2;0,058738426;5075;176;169;0,960227273;135;0,767045455;100;0,568181818
417222138;43962;1;17H00;KUNDALINI;TOUT NIVEAU;1 11/5 17H00 KUNDALINI TOUT NIVEAU;Résistance aux maladies;;;;Bosster son système immunitaire;;;;https://www.facebook.com/SiriFatehYoga/videos/289921345346356/;https://youtu.be/NJXIzgIyDeQ;https://vimeo.com/417222138;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1152020-3;http://k-yoga.tv/yt-1152020-3;http://k-yoga.tv/vim-1152020-3;0,058726852;5074;164;154;0,93902439;127;0,774390244;113;0,68902439
417471908;43963;2;07H00;YOGA;TOUT NIVEAU;2 12/5 07H00 YOGA TOUT NIVEAU;Salutations au Soleil;;;;;;;;https://www.facebook.com/SiriFatehYoga/videos/996134224135493/;https://youtu.be/ACjjXo82k-w;https://vimeo.com/417471908;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1252020;http://k-yoga.tv/yt-1252020;http://k-yoga.tv/vim-1252020;0,013888889;1200;107;;;;;96;0,897196262
417548434;43963;2;12H00;KUNDALINI;TOUT NIVEAU;2 12/5 12H00 KUNDALINI TOUT NIVEAU;Déplier l'énergie travaillant sur le 3ème chakra;;;;Enlever la peur du futur;;;;https://www.facebook.com/SiriFatehYoga/videos/615227435739934/;https://youtu.be/_SX3sAt4nDc;https://vimeo.com/417548434;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1252020-2;http://k-yoga.tv/yt-1252020-2;http://k-yoga.tv/vim-1252020-2;0,055474537;4793;147;127;0,863945578;111;0,755102041;105;0,714285714
417892985;43964;3;07H00;YOGA;TOUT NIVEAU;3 13/5 07H00 YOGA TOUT NIVEAU;Salutations au Soleil;;;;;;;;https://www.facebook.com/SiriFatehYoga/videos/270858760758076/;https://youtu.be/uTxjIIAXfsU;https://vimeo.com/417892985;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1352020;http://k-yoga.tv/yt-1352020;http://k-yoga.tv/vim-1352020;0,013888889;1200;87;;;;;79;0,908045977
418112721;43964;3;19H25;KUNDALINI;TOUT NIVEAU;3 13/5 19H25 KUNDALINI TOUT NIVEAU;Surya Kriya;;;;Ganpati Kriya;;;;https://www.facebook.com/SiriFatehYoga/videos/234085438012501/;https://youtu.be/G-nSb7i9p08;https://vimeo.com/418112721;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1352020-2;http://k-yoga.tv/yt-1352020-2;http://k-yoga.tv/vim-1352020-2;0,05474537;4730;150;138;0,92;110;0,733333333;100;0,666666667
418312460;43965;4;07H00;YOGA;TOUT NIVEAU;4 14/5 07H00 YOGA TOUT NIVEAU;Salutations au Soleil;;;;;;;;https://www.facebook.com/SiriFatehYoga/videos/190731761992947/;https://youtu.be/lUBbcbrFk1Y;https://vimeo.com/418312460;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1452020;http://k-yoga.tv/yt-1452020;http://k-yoga.tv/vim-1452020;0,014236111;1230;87;;;;;77;0,885057471
418498305;43965;4;18H00;KUNDALINI;TOUT NIVEAU;4 14/5 18H00 KUNDALINI TOUT NIVEAU;Nabhi Kriya pour Prana-Apana;;;;Méditation pour booster le système immunitaire;;;;https://www.facebook.com/SiriFatehYoga/videos/2661174784155503/;https://youtu.be/kCYSz41VAzw;https://vimeo.com/418498305;1;#KYOGA #YOGA #KUNDALINI;http://k-yoga.tv/fb-1452020-2;http://k-yoga.tv/yt-1452020-2;http://k-yoga.tv/vim-1452020-2;0,061921296;5350;177;168;0,949152542;154;0,870056497;132;0,745762712
418746709;43966;5;07H00;YOGA;TOUT NIVEAU;;Salutations au Soleil;;;;;;;;https://www.facebook.com/SiriFatehYoga/videos/266135088124620/;https://youtu.be/_cdGbU5PKeQ;https://vimeo.com/418746709;1;#KYOGA #YOGA #KUNDALINI;;;;;;60;;;;;55;0,916666667
418837109;43966;5;12H25;KUNDALINI;TOUT NIVEAU;;CHamp Magnétique et Centre du Coeur;Manuel de Formation;43;369;Meditation for Emotional Balance;Manuel de formation;73;399;;https://youtu.be/urTB5HxgylE;https://vimeo.com/418837109;1;#KYOGA #YOGA #KUNDALINI;;;;;;;;;;;;
;43967;6;10H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43968;7;11H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43969;1;07H00;YOGA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43969;1;12H00;HATHA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43969;1;17H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43970;2;07H00;YOGA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43970;2;12H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43971;3;07H00;YOGA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43971;3;19H25;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43972;4;07H00;YOGA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43972;4;18H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43973;5;07H00;YOGA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43973;5;12H25;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43974;6;10H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43975;7;11H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43976;1;07H00;YOGA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43976;1;12H00;HATHA;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
;43976;1;17H00;KUNDALINI;TOUT NIVEAU;;;;;;;;;;;;;1;;;;;;;;;;;;;
